Channel1,Channel2,Auto Threshold B,Pearson's Coefficient,Thresholded M1,Thresholded M2,Prot1,Prot2,Sample,Rep,Area A,Area B
C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.386,0.015,0.035,CLCN3,LAMP1,well1,2,4.449,2.467
C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.449,0.002,0.639,CLCN3,LAMP1,well1,2,162.586,0.583
C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.557,0.598,0.434,CLCN3,LAMP1,well1,2,180.644,255.139
C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.283,0,0,CLCN3,LAMP1,well1,2,97.999,1.014
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.966,0.477,0.968,CLCN3,TMEM9,well1,2,12.126,28.282
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.973,0.971,0.893,CLCN3,TMEM9,well1,2,105.912,92.443
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.976,0.956,0.953,CLCN3,TMEM9,well1,2,171.894,171.683
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.933,0.869,0.873,CLCN3,TMEM9,well1,2,137.634,137.646
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.932,0.893,0.857,CLCN3,TMEM9,well1,2,60.815,56.687
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.963,0.294,0.999,CLCN3,TMEM9,well1,2,23.499,112.74
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.937,0.969,0.424,CLCN3,TMEM9,well1,2,55.762,20.005
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.96,0.896,0.868,CLCN3,TMEM9,well1,2,301.264,290.105
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.951,0.994,0.789,CLCN3,TMEM9,well1,2,413.171,287.706
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.946,0.866,0.92,CLCN3,TMEM9,well1,2,100.31,109.267
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.932,0.282,0.009,CLCN3,TMEM9,well1,2,161.602,2.822
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.97,1,0.06,CLCN3,TMEM9,well1,2,166.723,4.449
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.974,0.967,0.862,CLCN3,TMEM9,well1,2,193.04,162.586
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.934,0.99,0.791,CLCN3,TMEM9,well1,2,253.923,180.644
C2-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.946,0.956,0.899,CLCN3,TMEM9,well1,2,107.721,97.999
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.613,0.01,0.546,TMEM9,CLCN3,well1,1,151.961,1.462
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.964,0.831,0.592,TMEM9,CLCN3,well1,1,1.01,1.479
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.968,0.97,0.944,TMEM9,CLCN3,well1,1,106.838,110.999
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.919,0.912,0.864,TMEM9,CLCN3,well1,1,135.306,143.084
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.924,0.72,0.679,TMEM9,CLCN3,well1,1,119.394,129.42
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.953,0.898,0.972,TMEM9,CLCN3,well1,1,138.791,124.768
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.65,0.696,0.887,TMEM9,CLCN3,well1,1,0.524,0.346
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.931,0.617,0.997,TMEM9,CLCN3,well1,1,165.552,86.186
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.9,0.649,0.865,TMEM9,CLCN3,well1,1,69.201,47.396
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.933,0.608,1,TMEM9,CLCN3,well1,1,544.919,262.288
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.845,0.845,0.867,TMEM9,CLCN3,well1,1,54.046,51.22
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.94,0.877,0.979,TMEM9,CLCN3,well1,1,217.157,182.761
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.928,0.818,0.931,TMEM9,CLCN3,well1,1,173.043,146.101
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.97,0.687,0.989,TMEM9,CLCN3,well1,1,118.385,72.028
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.905,0.076,0.986,TMEM9,CLCN3,well1,1,28.409,1.39
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.269,0.002,0.006,TMEM9,LAMP1,well1,1,151.961,40.467
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.374,0,0,TMEM9,LAMP1,well1,1,1.01,57.608
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.391,0.001,0.053,TMEM9,LAMP1,well1,1,106.838,2.725
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.716,0.578,0.612,TMEM9,LAMP1,well1,1,135.306,125.483
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.349,0.053,0.035,TMEM9,LAMP1,well1,1,119.394,172.672
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.317,0.001,0.18,TMEM9,LAMP1,well1,1,138.791,0.668
C2-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.306,0,0,TMEM9,LAMP1,well1,1,0.524,25.177
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.059,0.009,0.047,TMEM9,EEA1,well1,1,165.552,19.215
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.494,0.056,0.814,TMEM9,EEA1,well1,1,69.201,3.967
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.163,8.40E-04,0.101,TMEM9,EEA1,well1,1,544.919,3.156
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.189,0.049,0.11,TMEM9,EEA1,well1,1,54.046,15.269
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.464,0.099,0.952,TMEM9,EEA1,well1,1,217.157,15.641
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.464,0.13,0.891,TMEM9,EEA1,well1,1,173.043,21.45
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-007.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.478,0.059,0.868,TMEM9,EEA1,well1,1,118.385,6.223
C2-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP1-well1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.131,0,0,TMEM9,EEA1,well1,1,28.409,3.118
C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.262,0,0,CLCN3,LAMP1,well1,1,1.462,40.467
C3-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP1-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.387,0.02,5.94E-04,CLCN3,LAMP1,well1,1,1.479,57.608
